# x y z exact_flux predicted_flux abs_error
3.8889255825490054e-01 2.0786740307563628e-01 2.3569836841299890e-01 -1.1866028423675499e+00 -1.1869596593519025e+00 3.5681698435263698e-04
3.4086717819208001e-01 2.7974246363185373e-01 2.3569836841299890e-01 -1.6818817703914311e+00 -1.6815271812301027e+00 3.5458916132835583e-04
2.7974246363185373e-01 3.4086717819208001e-01 2.3569836841299890e-01 -2.0957750428582003e+00 -2.0950445699962073e+00 7.3047286199301453e-04
2.0786740307563636e-01 3.8889255825490049e-01 2.3569836841299890e-01 -2.3857784778689655e+00 -2.3849932972851731e+00 7.8518058379239974e-04
1.2800411479260479e-01 4.2197301539744447e-01 2.3569836841299890e-01 -2.5349345553894880e+00 -2.5340935099904023e+00 8.4104539908569365e-04
4.3221700163628182e-02 4.3883728620345791e-01 2.3569836841299890e-01 -2.5492969313321390e+00 -2.5481350601610391e+00 1.1618711710998930e-03
4.7616620322862935e-01 4.6898277587240383e-02 1.4514233862723117e-01 -2.1084663667303097e-01 -2.1232087325836574e-01 1.4742365853347705e-03
4.5786740307563634e-01 1.3889255825490054e-01 1.4514233862723117e-01 -7.1757976209075180e-01 -7.1879684329720872e-01 1.2170812064569159e-03
4.2197301539744453e-01 2.2554927580066897e-01 1.4514233862723117e-01 -1.2832410606102076e+00 -1.2838357301779610e+00 5.9466956775344748e-04
3.6986244138272228e-01 3.0353826116690880e-01 1.4514233862723117e-01 -1.8281729786289631e+00 -1.8280503733327664e+00 1.2260529619667615e-04
3.0353826116690880e-01 3.6986244138272228e-01 1.4514233862723117e-01 -2.2781456434914480e+00 -2.2777135554338277e+00 4.3208805762029456e-04
2.2554927580066905e-01 4.2197301539744447e-01 1.4514233862723117e-01 -2.5836620222418434e+00 -2.5832015243849922e+00 4.6049785685120526e-04
1.3889255825490054e-01 4.5786740307563639e-01 1.4514233862723117e-01 -2.7278059805426724e+00 -2.7271213720300294e+00 6.8460851264307010e-04
4.6898277587240460e-02 4.7616620322862929e-01 1.4514233862723117e-01 -2.7220149964162950e+00 -2.7205421282360955e+00 1.4728681801994270e-03
4.9519632010080761e-01 4.8772580504032062e-02 4.9008570164780385e-02 -2.1503885823929889e-01 -2.1693557412984008e-01 1.8967158905411896e-03
4.7616620322862924e-01 1.4444343859530448e-01 4.9008570164780385e-02 -7.4016839794758293e-01 -7.4188614301839939e-01 1.7177450708164566e-03
4.3883728620345797e-01 2.3456341634617298e-01 4.9008570164780385e-02 -1.3321045278019870e+00 -1.3332537688964174e+00 1.1492410944304865e-03
3.8464409837227320e-01 3.1566925355153741e-01 4.9008570164780385e-02 -1.9028899909950578e+00 -1.9033776876289707e+00 4.8769663391290408e-04
3.1566925355153741e-01 3.8464409837227320e-01 4.9008570164780385e-02 -2.3710194944545067e+00 -2.3712745805930155e+00 2.5508613850888651e-04
2.3456341634617306e-01 4.3883728620345791e-01 4.9008570164780385e-02 -2.6831900877184132e+00 -2.6834377856560661e+00 2.4769793765289094e-04
1.4444343859530448e-01 4.7616620322862929e-01 4.9008570164780385e-02 -2.8227750327243784e+00 -2.8226982153519731e+00 7.6817372405280082e-05
4.8772580504032145e-02 4.9519632010080755e-01 4.9008570164780385e-02 -2.8045216589219630e+00 -2.8033611009321882e+00 1.1605579897748797e-03
4.9008570164780302e-02 2.4076366639015569e-03 9.9879545620517241e-01 1.2033241735184108e-02 1.3768745612711016e-02 1.7355038775269081e-03
4.8536590843283836e-02 7.1997231344832187e-03 9.9879545620517241e-01 3.6057398361816206e-02 3.7661797375237172e-02 1.6043990134209651e-03
4.7597177619167048e-02 1.1922472335510791e-02 9.9879545620517241e-01 5.9828388034092524e-02 6.1315503009697625e-02 1.4871149756051014e-03
4.6199377555313705e-02 1.6530401610461053e-02 9.9879545620517241e-01 8.3109908617740813e-02 8.4493657955002840e-02 1.3837493372620274e-03
4.4356652230453937e-02 2.0979134081465862e-02 9.9879545620517241e-01 1.0566781093356772e-01 1.0696215275324603e-01 1.2943418196783019e-03
4.2086748096802289e-02 2.5225826022904893e-02 9.9879545620517241e-01 1.2727285441843206e-01 1.2849176295973583e-01 1.2189085413037704e-03
3.9411525572021641e-02 2.9229579469904138e-02 9.9879545620517241e-01 1.4770349507605124e-01 1.4886096726831627e-01 1.1574721922650300e-03
3.6356748511451015e-02 3.2951836088094717e-02 9.9879545620517241e-01 1.6674864565028039e-01 1.6785873255097716e-01 1.1100869006967773e-03
3.2951836088094717e-02 3.6356748511451015e-02 9.9879545620517241e-01 1.8421034741111422e-01 1.8528720417169936e-01 1.0768567605851376e-03
2.9229579469904145e-02 3.9411525572021634e-02 9.9879545620517241e-01 1.9990629524061693e-01 2.0096424245687144e-01 1.0579472162545178e-03
2.5225826022904893e-02 4.2086748096802289e-02 9.9879545620517241e-01 2.1367216257357591e-01 2.1472575132266092e-01 1.0535887490850104e-03
2.0979134081465869e-02 4.4356652230453937e-02 9.9879545620517241e-01 2.2536367974008636e-01 2.2642775233072693e-01 1.0640725906405635e-03
1.6530401610461053e-02 4.6199377555313705e-02 9.9879545620517241e-01 2.3485842780008787e-01 2.3594816629368190e-01 1.0897384935940335e-03
1.1922472335510796e-02 4.7597177619167048e-02 9.9879545620517241e-01 2.4205731940838951e-01 2.4318827433204904e-01 1.1309549236595273e-03
7.1997231344832187e-03 4.8536590843283836e-02 9.9879545620517241e-01 2.4688574794967494e-01 2.4807384033159899e-01 1.1880923819240496e-03
2.4076366639015625e-03 4.9008570164780302e-02 9.9879545620517241e-01 2.4929439553292954e-01 2.5055588644403909e-01 1.2614909111095529e-03
1.4655373117284443e-01 7.1997231344832187e-03 9.8917650996478101e-01 3.5661742805343274e-02 3.5781511993093214e-02 1.1976918774993933e-04
1.4514233862723119e-01 2.1529832133895567e-02 9.8917650996478101e-01 1.0739010966416007e-01 1.0732314313144153e-01 6.6966532718537586e-05
1.4233314601776459e-01 3.5652597080455060e-02 9.8917650996478101e-01 1.7901760863463106e-01 1.7879514769502158e-01 2.2246093960948121e-04
1.3815320740493470e-01 4.9432008027437711e-02 9.8917650996478101e-01 2.4974667855855109e-01 2.4939388248427499e-01 3.5279607427610160e-04
1.3264277788256992e-01 6.2735361714831808e-02 9.8917650996478101e-01 3.1876071015679214e-01 3.1829705894877025e-01 4.6365120802188686e-04
1.2585492589927788e-01 7.5434539574274886e-02 9.8917650996478101e-01 3.8524081231748997e-01 3.8468073508467726e-01 5.6007723281270572e-04
1.1785502218027494e-01 8.7407241580903752e-02 9.8917650996478101e-01 4.4838336337341900e-01 4.4773706732136032e-01 6.4629605205868135e-04
1.0872011017156737e-01 9.8538164069449860e-02 9.8917650996478101e-01 5.0741742572408566e-01 5.0669190767049999e-01 7.2551805358567201e-04
9.8538164069449860e-02 1.0872011017156737e-01 9.8917650996478101e-01 5.6162114083081838e-01 5.6082136739863331e-01 7.9977343218506913e-04
8.7407241580903766e-02 1.1785502218027492e-01 9.8917650996478101e-01 6.1033633412961119e-01 6.0946657435452178e-01 8.6975977508940705e-04
7.5434539574274886e-02 1.2585492589927788e-01 9.8917650996478101e-01 6.5298073109336030e-01 6.5204601431707843e-01 9.3471677628187422e-04
6.2735361714831822e-02 1.3264277788256992e-01 9.8917650996478101e-01 6.8905739611535521e-01 6.8806504975005645e-01 9.9234636529876852e-04
4.9432008027437711e-02 1.3815320740493470e-01 9.8917650996478101e-01 7.1816123167529833e-01 7.1712243126934849e-01 1.0388004059498357e-03
3.5652597080455074e-02 1.4233314601776459e-01 9.8917650996478101e-01 7.3998259295361746e-01 7.3891383597598570e-01 1.0687569776317574e-03
2.1529832133895567e-02 1.4514233862723119e-01 9.8917650996478101e-01 7.5430826194756517e-01 7.5323266198392214e-01 1.0755999636430369e-03
7.1997231344832352e-03 1.4655373117284443e-01 9.8917650996478101e-01 7.6102016934076278e-01 7.5996846305048993e-01 1.0517062902728469e-03
2.4268749963529529e-01 1.1922472335510791e-02 9.7003125319454397e-01 5.7904001459777317e-02 5.7575371794488642e-02 3.2862966528867527e-04
2.4035028634732516e-01 3.5652597080455060e-02 9.7003125319454397e-01 1.7548885723998647e-01 1.7507641197982463e-01 4.1244526016184779e-04
2.3569836841299879e-01 5.9039367825822475e-02 9.7003125319454397e-01 2.9423697708044549e-01 2.9377495997855813e-01 4.6201710188736866e-04
2.2877654634502079e-01 8.1857557184825819e-02 9.7003125319454397e-01 4.1258453575399401e-01 4.1209397856379881e-01 4.9055719019519550e-04
2.1965148107375859e-01 1.0388741352024673e-01 9.7003125319454397e-01 5.2887836245730657e-01 5.2836778704961673e-01 5.1057540768983944e-04
2.0841105196604257e-01 1.2491677727283064e-01 9.7003125319454397e-01 6.4143103820685776e-01 6.4089734738840221e-01 5.3369081845555666e-04
1.9516351049882358e-01 1.4474312417382063e-01 9.7003125319454397e-01 7.4857867816144674e-01 7.4800813925541065e-01 5.7053890603608881e-04
1.8003643773827380e-01 1.6317551566437638e-01 9.7003125319454397e-01 8.4873704013755247e-01 8.4810644229296694e-01 6.3059784458552315e-04
1.6317551566437638e-01 1.8003643773827380e-01 9.7003125319454397e-01 9.4045193056891963e-01 9.3973015236942459e-01 7.2177819949503785e-04
1.4474312417382065e-01 1.9516351049882355e-01 9.7003125319454397e-01 1.0224406196845930e+00 1.0215908994017988e+00 8.4972028279417522e-04
1.2491677727283064e-01 2.0841105196604257e-01 9.7003125319454397e-01 1.0936220193268846e+00 1.0926051507357872e+00 1.0168685910973974e-03
1.0388741352024676e-01 2.1965148107375859e-01 9.7003125319454397e-01 1.1531345781535851e+00 1.1519130860378466e+00 1.2214921157385206e-03
8.1857557184825819e-02 2.2877654634502079e-01 9.7003125319454397e-01 1.2003420588908067e+00 1.1988851939491152e+00 1.4568649416915047e-03
5.9039367825822503e-02 2.3569836841299879e-01 9.7003125319454397e-01 1.2348284418709066e+00 1.2331176307828973e+00 1.7108110880093008e-03
3.5652597080455060e-02 2.4035028634732516e-01 9.7003125319454397e-01 1.2563840390197867e+00 1.2544182747833210e+00 1.9657642364656613e-03
1.1922472335510819e-02 2.4268749963529529e-01 9.7003125319454397e-01 1.2649854341593922e+00 1.2627860196075817e+00 2.1994145518104968e-03
3.3648405480977606e-01 1.6530401610461053e-02 9.4154406518302081e-01 7.7909657915737923e-02 7.7984899783159353e-02 7.5241867421430020e-05
3.3324352942106295e-01 4.9432008027437711e-02 9.4154406518302081e-01 2.3807537495088640e-01 2.3813298147426687e-01 5.7606523380465680e-05
3.2679368667458142e-01 8.1857557184825819e-02 9.4154406518302081e-01 4.0208059574807897e-01 4.0215948077076374e-01 7.8885022684771489e-05
3.1719664208182274e-01 1.1349477331863152e-01 9.4154406518302081e-01 5.6728065638175407e-01 5.6740666477910950e-01 1.2600839735543712e-04
3.0454482042849346e-01 1.4403897274282468e-01 9.4154406518302081e-01 7.3079878316409019e-01 7.3098332345040773e-01 1.8454028631753605e-04
2.8896006567330434e-01 1.7319599811979244e-01 9.4154406518302081e-01 8.8966295729075728e-01 8.8990214451887295e-01 2.3918722811566706e-04
2.7059246752404142e-01 2.0068505135630332e-01 9.4154406518302081e-01 1.0409488370028763e+00 1.0412220412153916e+00 2.7320421251531002e-04
2.4961891599163263e-01 2.2624139784264452e-01 9.4154406518302081e-01 1.1819156285038992e+00 1.1821835144204438e+00 2.6788591654458571e-04
2.2624139784264452e-01 2.4961891599163263e-01 9.4154406518302081e-01 1.3101231400362956e+00 1.3103263035844297e+00 2.0316354813409987e-04
2.0068505135630335e-01 2.7059246752404142e-01 9.4154406518302081e-01 1.4235209430799161e+00 1.4235805844115104e+00 5.9641331594306735e-05
1.7319599811979244e-01 2.8896006567330434e-01 9.4154406518302081e-01 1.5205041540899806e+00 1.5203258859183650e+00 1.7826817161559205e-04
1.4403897274282471e-01 3.0454482042849346e-01 9.4154406518302081e-01 1.5999342971332970e+00 1.5994154851924516e+00 5.1881194084546500e-04
1.1349477331863152e-01 3.1719664208182274e-01 9.4154406518302081e-01 1.6611274701133865e+00 1.6601677546996707e+00 9.5971541371575597e-04
8.1857557184825860e-02 3.2679368667458142e-01 9.4154406518302081e-01 1.7038151581251573e+00 1.7023291828993492e+00 1.4859752258080672e-03
4.9432008027437711e-02 3.3324352942106295e-01 9.4154406518302081e-01 1.7280852040263937e+00 1.7260161334664863e+00 2.0690705599073489e-03
1.6530401610461092e-02 3.3648405480977606e-01 9.4154406518302081e-01 1.7343115155039346e+00 1.7316436773429040e+00 2.6678381610305557e-03
4.2704008459554371e-01 2.0979134081465862e-02 9.0398929312344334e-01 9.5012224402492546e-02 9.5785516119298586e-02 7.7329171680604047e-04
4.2292745513703228e-01 6.2735361714831808e-02 9.0398929312344334e-01 2.9341311880255405e-01 2.9404928976812134e-01 6.3617096556728425e-04
4.1474180308988684e-01 1.0388741352024673e-01 9.0398929312344334e-01 5.0003731545679297e-01 5.0061584464329001e-01 5.7852918649703433e-04
4.0256196075805406e-01 1.4403897274282468e-01 9.0398929312344334e-01 7.1074003964204535e-01 7.1133232149245806e-01 5.9228185041271253e-04
3.8650522668136850e-01 1.8280335791817726e-01 9.0398929312344334e-01 9.2090180486076789e-01 9.2156272845276077e-01 6.6092359199287909e-04
3.6672623598649234e-01 2.1980724682629729e-01 9.0398929312344334e-01 1.1257123909945519e+00 1.1264770323428088e+00 7.6464134825693364e-04
3.4341547116611337e-01 2.5469427178861642e-01 9.0398929312344334e-01 1.3204658551990025e+00 1.3213449423006938e+00 8.7908710169126714e-04
3.1679742762841218e-01 2.8712845168355949e-01 9.0398929312344334e-01 1.5008358024914408e+00 1.5018087400532465e+00 9.7293756180572011e-04
2.8712845168355949e-01 3.1679742762841218e-01 9.0398929312344334e-01 1.6631040531965475e+00 1.6641121582983454e+00 1.0081051017978293e-03
2.5469427178861642e-01 3.4341547116611332e-01 9.0398929312344334e-01 1.8043230857442203e+00 1.8052665133293968e+00 9.4342758517651504e-04
2.1980724682629729e-01 3.6672623598649234e-01 9.0398929312344334e-01 1.9224018813976664e+00 1.9231425330020551e+00 7.4065160438863131e-04
1.8280335791817728e-01 3.8650522668136850e-01 9.0398929312344334e-01 2.0161145298337559e+00 2.0164857240996872e+00 3.7119426593124061e-04
1.4403897274282468e-01 4.0256196075805406e-01 9.0398929312344334e-01 2.0850397436886157e+00 2.0848623424082069e+00 1.7740128040877323e-04
1.0388741352024679e-01 4.1474180308988684e-01 9.0398929312344334e-01 2.1294461794873367e+00 2.1285500074076391e+00 8.9617207969761026e-04
6.2735361714831808e-02 4.2292745513703228e-01 9.0398929312344334e-01 2.1501425422000633e+00 2.1483909472468219e+00 1.7515949532413977e-03
2.0979134081465910e-02 4.2704008459554371e-01 9.0398929312344334e-01 2.1483127240601148e+00 2.1456270659095913e+00 2.6856581505234622e-03
5.1348348492279983e-01 2.5225826022904893e-02 8.5772861000027212e-01 1.0877437784967003e-01 1.0997366739980201e-01 1.1992895501319739e-03
5.0853835826436755e-01 7.5434539574274886e-02 8.5772861000027212e-01 3.4040467196144564e-01 3.4115333180425522e-01 7.4865984280958475e-04
4.9869572922050487e-01 1.2491677727283064e-01 8.5772861000027212e-01 5.8659644047773452e-01 5.8708573592344138e-01 4.8929544570686101e-04
4.8405038768943259e-01 1.7319599811979244e-01 8.5772861000027212e-01 8.4119960323494880e-01 8.4160505279148101e-01 4.0544955653221137e-04
4.6474337631605284e-01 2.1980724682629729e-01 8.5772861000027212e-01 1.0972194598824743e+00 1.0976782221717780e+00 4.5876228930374907e-04
4.4096063217417747e-01 2.6430163158700110e-01 8.5772861000027212e-01 1.3473354481170245e+00 1.3479468169723146e+00 6.1136885529000651e-04
4.1293119609086304e-01 3.0625064715355355e-01 8.5772861000027212e-01 1.5844371844499037e+00 1.5852630021585001e+00 8.2581770859646575e-04
3.8092500685804026e-01 3.4525030157438397e-01 8.5772861000027212e-01 1.8021163070261139e+00 1.8031747820135204e+00 1.0584749874065214e-03
3.4525030157438397e-01 3.8092500685804026e-01 8.5772861000027212e-01 1.9950618994960516e+00 1.9963189935813630e+00 1.2570940853113832e-03
3.0625064715355360e-01 4.1293119609086298e-01 8.5772861000027212e-01 2.1593234044224747e+00 2.1606869650056848e+00 1.3635605832100772e-03
2.6430163158700110e-01 4.4096063217417747e-01 8.5772861000027212e-01 2.2924247434621692e+00 2.2937439268150350e+00 1.3191833528658492e-03
2.1980724682629735e-01 4.6474337631605284e-01 8.5772861000027212e-01 2.3933333579230065e+00 2.3944048931146518e+00 1.0715351916452676e-03
1.7319599811979244e-01 4.8405038768943259e-01 8.5772861000027212e-01 2.4623049887979573e+00 2.4628885302205195e+00 5.8354142256211716e-04
1.2491677727283070e-01 4.9869572922050487e-01 8.5772861000027212e-01 2.5006370875468900e+00 2.5004816222554305e+00 1.5546529145948895e-04
7.5434539574274886e-02 5.0853835826436755e-01 8.5772861000027212e-01 2.5103698226064473e+00 2.5092502281975144e+00 1.1195944089328336e-03
2.5225826022904952e-02 5.1348348492279983e-01 8.5772861000027212e-01 2.4939738899241544e+00 2.4917321914420096e+00 2.2416984821447272e-03
5.9498175859162383e-01 2.9229579469904138e-02 8.0320753148064494e-01 1.1901202415462017e-01 1.2005684986755541e-01 1.0448257129352378e-03
5.8925175900627258e-01 8.7407241580903752e-02 8.0320753148064494e-01 3.7861834246280568e-01 3.7884659043313418e-01 2.2824797032849897e-04
5.7784694286391336e-01 1.4474312417382063e-01 8.0320753148064494e-01 6.6122270363736746e-01 6.6101515600408201e-01 2.0754763328545422e-04
5.6087714477850381e-01 2.0068505135630332e-01 8.0320753148064494e-01 9.5811225786041043e-01 9.5778971014316938e-01 3.2254771724105069e-04
5.3850579318224168e-01 2.5469427178861642e-01 8.0320753148064494e-01 1.2592101123621107e+00 1.2589883677879068e+00 2.2174457420387483e-04
5.1094833642042370e-01 3.0625064715355355e-01 8.0320753148064494e-01 1.5539357849359261e+00 1.5539488503430410e+00 1.3065407114876137e-05
4.7847016786610447e-01 3.5485766137276881e-01 8.0320753148064494e-01 1.8320895320539670e+00 1.8324168201694060e+00 3.2728811543902836e-04
4.4138407003683494e-01 4.0004720232803426e-01 8.0320753148064494e-01 2.0846512858096644e+00 2.0853291755547314e+00 6.7788974506699518e-04
4.0004720232803426e-01 4.4138407003683494e-01 8.0320753148064494e-01 2.3044038512359011e+00 2.3054263077875552e+00 1.0224565516541162e-03
3.5485766137276892e-01 4.7847016786610441e-01 8.0320753148064494e-01 2.4863213579274737e+00 2.4876342485919145e+00 1.3128906644408467e-03
3.0625064715355355e-01 5.1094833642042370e-01 8.0320753148064494e-01 2.6277011215509640e+00 2.6291910611579832e+00 1.4899396070191528e-03
2.5469427178861648e-01 5.3850579318224168e-01 8.0320753148064494e-01 2.7280531353252018e+00 2.7295354640304459e+00 1.4823287052441181e-03
2.0068505135630332e-01 5.6087714477850381e-01 8.0320753148064494e-01 2.7887906307254076e+00 2.7900078095616272e+00 1.2171788362196345e-03
1.4474312417382068e-01 5.7784694286391336e-01 8.0320753148064494e-01 2.8127839254295601e+00 2.8134266776098489e+00 6.4275218028875258e-04
8.7407241580903752e-02 5.8925175900627258e-01 8.0320753148064494e-01 2.8038470047146244e+00 2.8036028712038021e+00 2.4413351082230861e-04
2.9229579469904204e-02 5.9498175859162383e-01 8.0320753148064494e-01 2.7662230571954516e+00 2.7648439693455011e+00 1.3790878499504444e-03
6.7075003267509647e-01 3.2951836088094717e-02 7.4095112535495911e-01 1.2579551688760696e-01 1.2619874353239297e-01 4.0322664478600889e-04
6.6429034319116953e-01 9.8538164069449860e-02 7.4095112535495911e-01 4.0824536704782388e-01 4.0761738901455863e-01 6.2797803326525292e-04
6.5143317456427141e-01 1.6317551566437638e-01 7.4095112535495911e-01 7.2421289334749150e-01 7.2315373932679750e-01 1.0591540206940087e-03
6.3230234835672239e-01 2.2624139784264452e-01 7.4095112535495911e-01 1.0618609128788059e+00 1.0608200619766017e+00 1.0408509022041823e-03
6.0708210488287451e-01 2.8712845168355949e-01 7.4095112535495911e-01 1.4073083465369238e+00 1.4065094895942423e+00 7.9885694268155838e-04
5.7601532887416851e-01 3.4525030157438397e-01 7.4095112535495911e-01 1.7459511644375136e+00 1.7454703999826078e+00 4.8076445490585762e-04
5.3940121036639554e-01 4.0004720232803426e-01 7.4095112535495911e-01 2.0638126591994168e+00 2.0636643711034033e+00 1.4828809601352688e-04
4.9759236333609841e-01 4.5099142983521961e-01 7.4095112535495911e-01 2.3487458425564030e+00 2.3489333928059488e+00 1.8755024954586474e-04
4.5099142983521961e-01 4.9759236333609841e-01 7.4095112535495911e-01 2.5913452073427208e+00 2.5918825514219210e+00 5.3734407920025262e-04
4.0004720232803437e-01 5.3940121036639543e-01 7.4095112535495911e-01 2.7854798387524751e+00 2.7863862990448736e+00 9.0646029239849213e-04
3.4525030157438397e-01 5.7601532887416851e-01 7.4095112535495911e-01 2.9284227514003298e+00 2.9296888971976047e+00 1.2661457972749091e-03
2.8712845168355960e-01 6.0708210488287451e-01 7.4095112535495911e-01 3.0206101507135461e+00 3.0221464419509370e+00 1.5362912373908522e-03
2.2624139784264452e-01 6.3230234835672239e-01 7.4095112535495911e-01 3.0651094703233368e+00 3.0667054364666910e+00 1.5959661433542216e-03
1.6317551566437644e-01 6.5143317456427141e-01 7.4095112535495911e-01 3.0669011778272681e+00 3.0682253642866630e+00 1.3241864593949160e-03
9.8538164069449860e-02 6.6429034319116953e-01 7.4095112535495911e-01 3.0320857095510254e+00 3.0327424638814624e+00 6.5675433043699272e-04
3.2951836088094787e-02 6.7075003267509647e-01 7.4095112535495911e-01 2.9671165148670520e+00 2.9667506942404791e+00 3.6582062657286585e-04
