# x y z u
3.9604673030475401e-01 5.3400719826273146e-01 7.3354161410140950e-01 1.7131302579854228e+00
3.4179779855864012e-01 5.7025517558542682e-01 7.3354161410140950e-01 1.8254360136797922e+00
2.8425716716672400e-01 6.0101128383404578e-01 7.3354161410140950e-01 1.9127930159967541e+00
2.2397898386421808e-01 6.2597932487315511e-01 7.3354161410140950e-01 1.9748894713465635e+00
1.6154376050773267e-01 6.4491884281862866e-01 7.3354161410140950e-01 2.0122205485329587e+00
9.7552782428755355e-02 6.5764743975925788e-01 7.3354161410140950e-01 2.0259027984459141e+00
3.2622317727213843e-02 6.6404253234834554e-01 7.3354161410140950e-01 2.0174731785804063e+00
7.3265803110189587e-01 3.5993181026336502e-02 6.6484336529854815e-01 8.8458039383575604e-02
7.2560213375076443e-01 1.0763290906985169e-01 6.6484336529854815e-01 2.8410910854295179e-01
7.1155829119713887e-01 1.7823607336089103e-01 6.6484336529854815e-01 4.9552529823822750e-01
6.9066175332195578e-01 2.4712272683171629e-01 6.6484336529854815e-01 7.1704885143115393e-01
6.6311376520816279e-01 3.1362945335212805e-01 6.6484336529854815e-01 9.4211381742678046e-01
6.2917962904055802e-01 3.7711575678945986e-01 6.6484336529854815e-01 1.1637805827490542e+00
5.8918614910072098e-01 4.3697022933646656e-01 6.6484336529854815e-01 1.3752508102013787e+00
5.4351848446313256e-01 4.9261643970273739e-01 6.6484336529854815e-01 1.5703362130553136e+00
4.9261643970273739e-01 5.4351848446313256e-01 6.6484336529854815e-01 1.7438454887138413e+00
4.3697022933646668e-01 5.8918614910072087e-01 6.6484336529854815e-01 1.8918501196782096e+00
3.7711575678945986e-01 6.2917962904055802e-01 6.6484336529854815e-01 2.0118060730799625e+00
3.1362945335212816e-01 6.6311376520816279e-01 6.6484336529854815e-01 2.1025339341157272e+00
2.4712272683171629e-01 6.9066175332195578e-01 6.6484336529854815e-01 2.1640808823570779e+00
1.7823607336089112e-01 7.1155829119713887e-01 6.6484336529854815e-01 2.1974991790316771e+00
1.0763290906985169e-01 7.2560213375076443e-01 6.6484336529854815e-01 2.2045786248563397e+00
3.5993181026336585e-02 7.3265803110189587e-01 6.6484336529854815e-01 2.1875673287244464e+00
7.9421763250431465e-01 3.9017410316301418e-02 5.8974231144750910e-01 9.2777494018617568e-02
7.8656888253977675e-01 1.1667647195847218e-01 5.8974231144750910e-01 3.0102576831747374e-01
7.7134504425409134e-01 1.9321187539383533e-01 5.8974231144750910e-01 5.2942074802637251e-01
7.4869273153214644e-01 2.6788654284880098e-01 5.8974231144750910e-01 7.7108558271669436e-01
7.1883009852846791e-01 3.3998131645445223e-01 5.8974231144750910e-01 1.0179666953900324e+00
6.8204473872345683e-01 4.0880188412995438e-01 5.8974231144750910e-01 1.2615510519239419e+00
6.3869091524095889e-01 4.7368546618744334e-01 5.8974231144750910e-01 1.4935398097785550e+00
5.8918614910072087e-01 5.3400719826273146e-01 5.8974231144750910e-01 1.7064554305132242e+00
5.3400719826273146e-01 5.8918614910072087e-01 5.8974231144750910e-01 1.8941375644820606e+00
4.7368546618744345e-01 6.3869091524095878e-01 5.8974231144750910e-01 2.0520725657744920e+00
4.0880188412995438e-01 6.8204473872345683e-01 5.8974231144750910e-01 2.1775264203896865e+00
3.3998131645445229e-01 7.1883009852846791e-01 5.8974231144750910e-01 2.2694887331216806e+00
2.6788654284880098e-01 7.4869273153214644e-01 5.8974231144750910e-01 2.3284639017949118e+00
1.9321187539383541e-01 7.7134504425409134e-01 5.8974231144750910e-01 2.3561596301303065e+00
1.1667647195847218e-01 7.8656888253977675e-01 5.8974231144750910e-01 2.3551254336037992e+00
3.9017410316301508e-02 7.9421763250431465e-01 5.8974231144750910e-01 2.3283878980839052e+00
8.4812848394219564e-01 4.1665880615834268e-02 5.0896171675128943e-01 9.5969617277305519e-02
8.3996054300764178e-01 1.2459637664028508e-01 5.0896171675128943e-01 3.1455118051409209e-01
8.2370332287478443e-01 2.0632694144638214e-01 5.0896171675128943e-01 5.5776060706613384e-01
7.9951338946060369e-01 2.8607046501657130e-01 5.0896171675128943e-01 8.1748805024738203e-01
7.6762370504744060e-01 3.6305897362662742e-01 5.0896171675128943e-01 1.0841619028361733e+00
7.2834138472886889e-01 4.3655102585243571e-01 5.0896171675128943e-01 1.3476649091083526e+00
6.8204473872345694e-01 5.0583885305621945e-01 5.0896171675128943e-01 1.5981746010947668e+00
6.2917962904055802e-01 5.7025517558542682e-01 5.0896171675128943e-01 1.8269159361829839e+00
5.7025517558542682e-01 6.2917962904055802e-01 5.0896171675128943e-01 2.0267721845275206e+00
5.0583885305621956e-01 6.8204473872345683e-01 5.0896171675128943e-01 2.1926797634758599e+00
4.3655102585243571e-01 7.2834138472886889e-01 5.0896171675128943e-01 2.3217688757556498e+00
3.6305897362662748e-01 7.6762370504744060e-01 5.0896171675128943e-01 2.4132640568907555e+00
2.8607046501657130e-01 7.9951338946060369e-01 5.0896171675128943e-01 2.4681949777088743e+00
2.0632694144638222e-01 8.2370332287478443e-01 5.0896171675128943e-01 2.4889846763584220e+00
1.2459637664028508e-01 8.3996054300764178e-01 5.0896171675128943e-01 2.4789851630620996e+00
4.1665880615834358e-02 8.4812848394219564e-01 5.0896171675128943e-01 2.4420221732684562e+00
8.9387139444552277e-01 4.3913085708149398e-02 4.2327954249597938e-01 9.8209666975963228e-02
8.8526292427720332e-01 1.3131635010374423e-01 4.2327954249597938e-01 3.2501780958273796e-01
8.6812888821415390e-01 2.1745496626302102e-01 4.2327954249597938e-01 5.8078309137801398e-01
8.4263429639007859e-01 3.0149937222420853e-01 4.2327954249597938e-01 8.5621955874834677e-01
8.0902467566100456e-01 3.8264017441455478e-01 4.2327954249597938e-01 1.1402921520026501e+00
7.6762370504744060e-01 4.6009594255289232e-01 4.2327954249597938e-01 1.4213352532951298e+00
7.1883009852846791e-01 5.3312073525041925e-01 4.2327954249597938e-01 1.6880584611021319e+00
6.6311376520816290e-01 6.0101128383404578e-01 4.2327954249597938e-01 1.9304442827753772e+00
6.0101128383404578e-01 6.6311376520816290e-01 4.2327954249597938e-01 2.1404741089563792e+00
5.3312073525041936e-01 7.1883009852846791e-01 4.2327954249597938e-01 2.3125867922071279e+00
4.6009594255289232e-01 7.6762370504744060e-01 4.2327954249597938e-01 2.4438240677521534e+00
3.8264017441455489e-01 8.0902467566100456e-01 4.2327954249597938e-01 2.5336845315326824e+00
3.0149937222420853e-01 8.4263429639007859e-01 4.2327954249597938e-01 2.5837509475606648e+00
2.1745496626302110e-01 8.6812888821415390e-01 4.2327954249597938e-01 2.5971747102355520e+00
1.3131635010374423e-01 8.8526292427720332e-01 4.2327954249597938e-01 2.5781048217406841e+00
4.3913085708149502e-02 8.9387139444552277e-01 4.2327954249597938e-01 2.5311396639236188e+00
9.3100583478053034e-01 4.5737383779760568e-02 3.3352095485829786e-01 9.9653795913413334e-02
9.2203973965203490e-01 1.3677167533088536e-01 3.3352095485829786e-01 3.3275499386877105e-01
9.0419389779249737e-01 2.2648878088157059e-01 3.3352095485829786e-01 5.9872775680339374e-01
8.7764017441455489e-01 3.1402467566100456e-01 3.3352095485829786e-01 8.8723728359797582e-01
8.4263429639007847e-01 3.9853634115047354e-01 3.3352095485829786e-01 1.1859275669837437e+00
7.9951338946060369e-01 4.7920988381253826e-01 3.3352095485829786e-01 1.4817322006069196e+00
7.4869273153214655e-01 5.5526837333071877e-01 3.3352095485829786e-01 1.7620340172246818e+00
6.9066175332195578e-01 6.2597932487315511e-01 3.3352095485829786e-01 2.0156981342798908e+00
6.2597932487315511e-01 6.9066175332195578e-01 3.3352095485829786e-01 2.2339050690031539e+00
5.5526837333071888e-01 7.4869273153214644e-01 3.3352095485829786e-01 2.4106669025790048e+00
4.7920988381253826e-01 7.9951338946060369e-01 3.3352095485829786e-01 2.5429747539884340e+00
3.9853634115047365e-01 8.4263429639007847e-01 3.3352095485829786e-01 2.6306078136091449e+00
3.1402467566100456e-01 8.7764017441455489e-01 3.3352095485829786e-01 2.6756820148060658e+00
2.2648878088157071e-01 9.0419389779249737e-01 3.3352095485829786e-01 2.6820363406387098e+00
1.3677167533088536e-01 9.2203973965203490e-01 3.3352095485829786e-01 2.6545591664302655e+00
4.5737383779760672e-02 9.3100583478053034e-01 3.3352095485829786e-01 2.5985488242587373e+00
9.5917417998704246e-01 4.7121205842975376e-02 2.4055037810423133e-01 1.0046039244711230e-01
9.4993680829582439e-01 1.4090981455758692e-01 2.4055037810423133e-01 3.3809273350903357e-01
9.3155102585243565e-01 2.3334138472886881e-01 2.4055037810423133e-01 6.1183904077715190e-01
9.0419389779249737e-01 3.2352574980783561e-01 2.4055037810423133e-01 9.1050638258994010e-01
8.6812888821415379e-01 4.1059438505898799e-01 2.4055037810423133e-01 1.2206449447869874e+00
8.2370332287478443e-01 4.9370877192829982e-01 2.4055037810423133e-01 1.5280262345377389e+00
7.7134504425409145e-01 5.7206847343527423e-01 2.4055037810423133e-01 1.8189341568527513e+00
7.1155829119713876e-01 6.4491884281862866e-01 2.4055037810423133e-01 2.0813131245737204e+00
6.4491884281862866e-01 7.1155829119713876e-01 2.4055037810423133e-01 2.3056913338105471e+00
5.7206847343527434e-01 7.7134504425409134e-01 2.4055037810423133e-01 2.4857435150496157e+00
4.9370877192829982e-01 8.2370332287478443e-01 2.4055037810423133e-01 2.6184379681210279e+00
4.1059438505898810e-01 8.6812888821415379e-01 2.4055037810423133e-01 2.7038069759339090e+00
3.2352574980783561e-01 9.0419389779249737e-01 2.4055037810423133e-01 2.7444296120305025e+00
2.3334138472886892e-01 9.3155102585243565e-01 2.4055037810423133e-01 2.7447349672563068e+00
1.4090981455758692e-01 9.4993680829582439e-01 2.4055037810423133e-01 2.7102388681539269e+00
4.7121205842975487e-02 9.5917417998704246e-01 2.4055037810423133e-01 2.6468214766253917e+00
9.7810515350233651e-01 4.8051224934850999e-02 1.4526316971080813e-01 1.0081162893580237e-01
9.6868546618744344e-01 1.4369091524095887e-01 1.4526316971080813e-01 3.4136004066804421e-01
9.4993680829582439e-01 2.3794678348385193e-01 1.4526316971080813e-01 6.2036037544575395e-01
9.2203973965203490e-01 3.2991109412685232e-01 1.4526316971080813e-01 9.2600613426672995e-01
8.8526292427720332e-01 4.1869818058566199e-01 1.4526316971080813e-01 1.2440575876162965e+00
8.3996054300764178e-01 5.0345297468172390e-01 1.4526316971080813e-01 1.5594469258760113e+00
7.8656888253977675e-01 5.8335924141620987e-01 1.4526316971080813e-01 1.8576666889164866e+00
7.2560213375076443e-01 6.5764743975925788e-01 1.4526316971080813e-01 2.1260021750844267e+00
6.5764743975925788e-01 7.2560213375076443e-01 1.4526316971080813e-01 2.3545199600549833e+00
5.8335924141620998e-01 7.8656888253977675e-01 1.4526316971080813e-01 2.5366627953111314e+00
5.0345297468172390e-01 8.3996054300764178e-01 1.4526316971080813e-01 2.6693945682304414e+00
4.1869818058566205e-01 8.8526292427720332e-01 1.4526316971080813e-01 2.7529424363301711e+00
3.2991109412685232e-01 9.2203973965203490e-01 1.4526316971080813e-01 2.7902327684945711e+00
2.3794678348385204e-01 9.4993680829582439e-01 1.4526316971080813e-01 2.7861340820518490e+00
1.4369091524095887e-01 9.6868546618744344e-01 1.4526316971080813e-01 2.7466255784766198e+00
4.8051224934851103e-02 9.7810515350233651e-01 1.4526316971080813e-01 2.6780078580156466e+00
9.8761643970273749e-01 4.8518484463132498e-02 4.8576997584143945e-02 1.0091091599779239e-01
9.7810515350233662e-01 1.4508819386111599e-01 4.8576997584143945e-02 3.4285900217790577e-01
9.5917417998704246e-01 2.4026062463894235e-01 4.8576997584143945e-02 6.2450729595803645e-01
9.3100583478053034e-01 3.3311921426167834e-01 4.8576997584143945e-02 9.3372286627448076e-01
8.9387139444552277e-01 4.2276968374958829e-01 4.8576997584143945e-02 1.2558430719647753e+00
8.4812848394219575e-01 5.0834865007357188e-01 4.8576997584143945e-02 1.5753520543827721e+00
7.9421763250431476e-01 5.8903194100570766e-01 4.8576997584143945e-02 1.8773216309919554e+00
7.3265803110189587e-01 6.6404253234834554e-01 4.8576997584143945e-02 2.1486889057606526e+00
6.6404253234834554e-01 7.3265803110189587e-01 4.8576997584143945e-02 2.3792800368029114e+00
5.8903194100570777e-01 7.9421763250431465e-01 4.8576997584143945e-02 2.5624217144432757e+00
5.0834865007357188e-01 8.4812848394219575e-01 4.8576997584143945e-02 2.6950839539240325e+00
4.2276968374958840e-01 8.9387139444552277e-01 4.8576997584143945e-02 2.7776070686215815e+00
3.3311921426167834e-01 9.3100583478053034e-01 4.8576997584143945e-02 2.8131133483178385e+00
2.4026062463894246e-01 9.5917417998704246e-01 4.8576997584143945e-02 2.8067172861427876e+00
1.4508819386111599e-01 9.7810515350233662e-01 4.8576997584143945e-02 2.7646537762256029e+00
4.8518484463132609e-02 9.8761643970273749e-01 4.8576997584143945e-02 2.6934456472702695e+00
4.7881373050990356e-02 2.3522610206318209e-03 9.7582316071245345e-01 4.5896387008007578e-03
4.7420249253888304e-02 7.0341295023901044e-03 9.7582316071245345e-01 1.8461065289750056e-02
4.6502442533926207e-02 1.1648255471794043e-02 9.7582316071245345e-01 3.2176809367006232e-02
4.5136791871541487e-02 1.6150202373420450e-02 9.7582316071245345e-01 4.5601677426010429e-02
4.3336449229153501e-02 2.0496613997592148e-02 9.7582316071245345e-01 5.8602091994113231e-02
4.1118752890575837e-02 2.4645632024378080e-02 9.7582316071245345e-01 7.1047577001411927e-02
3.8505060483865143e-02 2.8557299142096343e-02 9.7582316071245345e-01 8.2812252064880215e-02
3.5520543295687643e-02 3.2193943858068536e-02 9.7582316071245345e-01 9.3776309011432996e-02
3.2193943858068536e-02 3.5520543295687643e-02 9.7582316071245345e-01 1.0382744332489097e-01
2.8557299142096350e-02 3.8505060483865136e-02 9.7582316071245345e-01 1.1286221360106241e-01
2.4645632024378080e-02 4.1118752890575837e-02 9.7582316071245345e-01 1.2078730348340919e-01
2.0496613997592152e-02 4.3336449229153501e-02 9.7582316071245345e-01 1.2752066282108923e-01
1.6150202373420450e-02 4.5136791871541487e-02 9.7582316071245345e-01 1.3299250778655100e-01
1.1648255471794048e-02 4.6502442533926207e-02 9.7582316071245345e-01 1.3714616322384285e-01
7.0341295023901044e-03 4.7420249253888304e-02 9.7582316071245345e-01 1.3993873436821114e-01
2.3522610206318266e-03 4.7881373050990356e-02 9.7582316071245345e-01 1.4134159908004723e-01
1.4318299535586901e-01 7.0341295023901036e-03 9.6642545023559101e-01 1.8233090876898006e-02
1.4180406483880487e-01 2.1034645994815967e-02 9.6642545023559101e-01 5.9774868520701407e-02
1.3905948365935597e-01 3.4832587347604589e-02 9.6642545023559101e-01 1.0114082836288106e-01
1.3497568363462117e-01 4.8295071842806639e-02 9.6642545023559101e-01 1.4189328937298673e-01
1.2959199399127080e-01 6.1292448395390678e-02 9.6642545023559101e-01 1.8158826629426611e-01
1.2296026260359447e-01 7.3699545164066557e-02 9.6642545023559101e-01 2.1978274609145104e-01
1.1514435667012861e-01 8.5396875024542962e-02 9.6642545023559101e-01 2.5604233733980042e-01
1.0621954763762131e-01 9.6271786295852507e-02 9.6642545023559101e-01 2.8994898744951980e-01
9.6271786295852507e-02 1.0621954763762131e-01 9.6642545023559101e-01 3.2110846428070589e-01
8.5396875024542976e-02 1.1514435667012859e-01 9.6642545023559101e-01 3.4915732135559308e-01
7.3699545164066557e-02 1.2296026260359447e-01 9.6642545023559101e-01 3.7376910657259005e-01
6.1292448395390692e-02 1.2959199399127080e-01 9.6642545023559101e-01 3.9465962865372128e-01
4.8295071842806639e-02 1.3497568363462117e-01 9.6642545023559101e-01 4.1159115808818469e-01
3.4832587347604610e-02 1.3905948365935597e-01 9.6642545023559101e-01 4.2437550420530706e-01
2.1034645994815967e-02 1.4180406483880487e-01 9.6642545023559101e-01 4.3287597153609969e-01
7.0341295023901200e-03 1.4318299535586901e-01 9.6642545023559101e-01 4.3700825188912940e-01
2.3710568714368352e-01 1.1648255471794043e-02 9.4772053437106940e-01 3.1504474813528971e-02
2.3482222976133671e-01 3.4832587347604596e-02 9.4772053437106940e-01 1.0006988218560420e-01
2.3027730593949983e-01 5.7681462365828558e-02 9.4772053437106940e-01 1.6889532017764053e-01
